passenger_id,name,flight_number,loyalty_tier
AA3996_P60,Passenger_60,AA3996,Silver
AA3996_P61,Passenger_61,AA3996,Basic
AA3996_P62,Passenger_62,AA3996,Basic
AA3996_P63,Passenger_63,AA3996,Basic
AA3996_P64,Passenger_64,AA3996,Basic
AA3996_P65,Passenger_65,AA3996,Basic
AA3996_P66,Passenger_66,AA3996,Basic
AA3996_P67,Passenger_67,AA3996,Basic
AA3996_P68,Passenger_68,AA3996,Basic
AA3996_P69,Passenger_69,AA3996,Basic
AA3996_P70,Passenger_70,AA3996,Basic
AA3996_P71,Passenger_71,AA3996,Basic
AA3996_P72,Passenger_72,AA3996,Gold
AA3996_P73,Passenger_73,AA3996,Basic
AA3996_P74,Passenger_74,AA3996,Basic
AA3996_P75,Passenger_75,AA3996,Silver
AA3996_P76,Passenger_76,AA3996,Basic
AA3996_P77,Passenger_77,AA3996,Basic
AA3996_P78,Passenger_78,AA3996,Basic
AA3996_P79,Passenger_79,AA3996,Gold
AA3996_P80,Passenger_80,AA3996,Basic
AA3996_P81,Passenger_81,AA3996,Gold
AA3996_P82,Passenger_82,AA3996,Basic
AA3996_P83,Passenger_83,AA3996,Basic
AA3996_P84,Passenger_84,AA3996,Silver
AA3996_P85,Passenger_85,AA3996,Gold
AA3996_P86,Passenger_86,AA3996,Basic
AA3996_P87,Passenger_87,AA3996,Basic
AA3996_P88,Passenger_88,AA3996,Gold
AA3996_P89,Passenger_89,AA3996,Gold
AA3996_P90,Passenger_90,AA3996,Silver
DL3734_P0,Passenger_0,DL3734,Basic
DL3734_P1,Passenger_1,DL3734,Gold
DL3734_P2,Passenger_2,DL3734,Gold
DL3734_P3,Passenger_3,DL3734,Basic
DL3734_P4,Passenger_4,DL3734,Gold
DL3734_P5,Passenger_5,DL3734,Gold
DL3734_P6,Passenger_6,DL3734,Gold
DL3734_P7,Passenger_7,DL3734,Basic
DL3734_P8,Passenger_8,DL3734,Gold
DL3734_P9,Passenger_9,DL3734,Basic
DL3734_P10,Passenger_10,DL3734,Silver
DL3734_P11,Passenger_11,DL3734,Basic
DL3734_P12,Passenger_12,DL3734,Basic
DL3734_P13,Passenger_13,DL3734,1K
DL3734_P14,Passenger_14,DL3734,Basic
DL3734_P15,Passenger_15,DL3734,Basic
AL1344_P0,Passenger_0,AL1344,Basic
AL1344_P1,Passenger_1,AL1344,Basic
AL1344_P2,Passenger_2,AL1344,Silver
AL1344_P3,Passenger_3,AL1344,Basic
AL1344_P4,Passenger_4,AL1344,Basic
AL1344_P5,Passenger_5,AL1344,Basic
AL1344_P6,Passenger_6,AL1344,Basic
AL1344_P7,Passenger_7,AL1344,Basic
AL1344_P8,Passenger_8,AL1344,Silver
AL1344_P9,Passenger_9,AL1344,Basic
AL1344_P10,Passenger_10,AL1344,Basic
AL1344_P11,Passenger_11,AL1344,Basic
AL1344_P12,Passenger_12,AL1344,Silver
AL1344_P13,Passenger_13,AL1344,Basic
AL1344_P14,Passenger_14,AL1344,Basic
AL1344_P15,Passenger_15,AL1344,Basic
AL1344_P16,Passenger_16,AL1344,Silver
AL1344_P17,Passenger_17,AL1344,Gold
AL1344_P18,Passenger_18,AL1344,Basic
AL1344_P19,Passenger_19,AL1344,Basic
AL1344_P20,Passenger_20,AL1344,Basic
AL1344_P21,Passenger_21,AL1344,Basic
AL1344_P22,Passenger_22,AL1344,Basic
AL1344_P23,Passenger_23,AL1344,Basic
AL1344_P24,Passenger_24,AL1344,Basic
AL1344_P25,Passenger_25,AL1344,Basic
AL1344_P26,Passenger_26,AL1344,1K
AL1344_P27,Passenger_27,AL1344,Basic
AL1344_P28,Passenger_28,AL1344,Silver
AL1344_P29,Passenger_29,AL1344,1K
AL1344_P30,Passenger_30,AL1344,Basic
AL1344_P31,Passenger_31,AL1344,Basic
AL1344_P32,Passenger_32,AL1344,1K
AL1344_P33,Passenger_33,AL1344,Basic
AL1344_P34,Passenger_34,AL1344,Basic
AL1344_P35,Passenger_35,AL1344,Basic
AL1344_P36,Passenger_36,AL1344,Basic
AL1344_P37,Passenger_37,AL1344,Silver
AL1344_P38,Passenger_38,AL1344,Basic
AL1344_P39,Passenger_39,AL1344,Basic
AL1344_P40,Passenger_40,AL1344,1K
AL1344_P41,Passenger_41,AL1344,Basic
AL1344_P42,Passenger_42,AL1344,Silver
AL1344_P43,Passenger_43,AL1344,Gold
AL1344_P44,Passenger_44,AL1344,Basic
AL1344_P45,Passenger_45,AL1344,Basic
AL1344_P46,Passenger_46,AL1344,Silver
AL1344_P47,Passenger_47,AL1344,Basic
AL1344_P48,Passenger_48,AL1344,Silver
AL1344_P49,Passenger_49,AL1344,Basic
AL1344_P50,Passenger_50,AL1344,Basic
AL1344_P51,Passenger_51,AL1344,Silver
AL1344_P52,Passenger_52,AL1344,Gold
AL1344_P53,Passenger_53,AL1344,Basic
AL1344_P54,Passenger_54,AL1344,1K
AL1344_P55,Passenger_55,AL1344,Basic
AL1344_P56,Passenger_56,AL1344,1K
AL1344_P57,Passenger_57,AL1344,Basic
AL1344_P58,Passenger_58,AL1344,Basic
AL1344_P59,Passenger_59,AL1344,Basic
AL1344_P60,Passenger_60,AL1344,Gold
AL1344_P61,Passenger_61,AL1344,Basic
AL1344_P62,Passenger_62,AL1344,Basic
AL1344_P63,Passenger_63,AL1344,Basic
AL1344_P64,Passenger_64,AL1344,Basic
AL1344_P65,Passenger_65,AL1344,Basic
AL1344_P66,Passenger_66,AL1344,Basic
AL1344_P67,Passenger_67,AL1344,Silver
AL1344_P68,Passenger_68,AL1344,Basic
AL1344_P69,Passenger_69,AL1344,Basic
AL1344_P70,Passenger_70,AL1344,Gold
AL1344_P71,Passenger_71,AL1344,Basic
AL1344_P72,Passenger_72,AL1344,Basic
AL1344_P73,Passenger_73,AL1344,Basic
AL1344_P74,Passenger_74,AL1344,Silver
AL1344_P75,Passenger_75,AL1344,Silver
AL1344_P76,Passenger_76,AL1344,Basic
AL1344_P77,Passenger_77,AL1344,Silver
AL1344_P78,Passenger_78,AL1344,Basic
AL1344_P79,Passenger_79,AL1344,Basic
AL1344_P80,Passenger_80,AL1344,Silver
AL1344_P81,Passenger_81,AL1344,Gold
AL1344_P82,Passenger_82,AL1344,1K
AL1344_P83,Passenger_83,AL1344,Basic
AL1344_P84,Passenger_84,AL1344,Gold
AL1344_P85,Passenger_85,AL1344,Silver
AL1344_P86,Passenger_86,AL1344,Silver
AL1344_P87,Passenger_87,AL1344,Basic
AL1344_P88,Passenger_88,AL1344,Basic
AL1344_P89,Passenger_89,AL1344,Basic
AL1344_P90,Passenger_90,AL1344,Silver
AL1344_P91,Passenger_91,AL1344,Basic
AL1344_P92,Passenger_92,AL1344,Basic
AL1344_P93,Passenger_93,AL1344,Basic
AL1344_P94,Passenger_94,AL1344,Basic
AL1344_P95,Passenger_95,AL1344,1K
AL1344_P96,Passenger_96,AL1344,Gold
AL1344_P97,Passenger_97,AL1344,Basic
AL1344_P98,Passenger_98,AL1344,Basic
AL1344_P99,Passenger_99,AL1344,Basic
AL1344_P100,Passenger_100,AL1344,Silver
AL1344_P101,Passenger_101,AL1344,Basic
AL1344_P102,Passenger_102,AL1344,Basic
AL1344_P103,Passenger_103,AL1344,Gold
AL1344_P104,Passenger_104,AL1344,Silver
AL1344_P105,Passenger_105,AL1344,Basic
AL1344_P106,Passenger_106,AL1344,Basic
AL1344_P107,Passenger_107,AL1344,Basic
AL1344_P108,Passenger_108,AL1344,Silver
AL1344_P109,Passenger_109,AL1344,Basic
AL1344_P110,Passenger_110,AL1344,Gold
AL1344_P111,Passenger_111,AL1344,Basic
AL1344_P112,Passenger_112,AL1344,Gold
AL1344_P113,Passenger_113,AL1344,Basic
AL1344_P114,Passenger_114,AL1344,Basic
AL1344_P115,Passenger_115,AL1344,Basic
AL1344_P116,Passenger_116,AL1344,Gold
AL1344_P117,Passenger_117,AL1344,Silver
AL1344_P118,Passenger_118,AL1344,Silver
AL1344_P119,Passenger_119,AL1344,Basic
AL1344_P120,Passenger_120,AL1344,Basic
AL1344_P121,Passenger_121,AL1344,Basic
AL1344_P122,Passenger_122,AL1344,Basic
AL1344_P123,Passenger_123,AL1344,Silver
AL1344_P124,Passenger_124,AL1344,Basic
AL1344_P125,Passenger_125,AL1344,1K
AL1344_P126,Passenger_126,AL1344,Basic
AL1344_P127,Passenger_127,AL1344,Gold
AL1344_P128,Passenger_128,AL1344,Basic
AL1344_P129,Passenger_129,AL1344,Silver
AL1344_P130,Passenger_130,AL1344,Gold
AA967_P0,Passenger_0,AA967,Basic
AA967_P1,Passenger_1,AA967,Silver
AA967_P2,Passenger_2,AA967,Gold
AA967_P3,Passenger_3,AA967,Basic
AA967_P4,Passenger_4,AA967,Gold
AA967_P5,Passenger_5,AA967,Basic
AA967_P6,Passenger_6,AA967,Basic
AA967_P7,Passenger_7,AA967,Basic
AA967_P8,Passenger_8,AA967,Basic
AA967_P9,Passenger_9,AA967,Gold
AA967_P10,Passenger_10,AA967,Basic
AA967_P11,Passenger_11,AA967,Silver
AA967_P12,Passenger_12,AA967,Basic
AA967_P13,Passenger_13,AA967,Basic
AA967_P14,Passenger_14,AA967,Silver
AA967_P15,Passenger_15,AA967,Basic
AA967_P16,Passenger_16,AA967,Basic
AA967_P17,Passenger_17,AA967,Basic
AA967_P18,Passenger_18,AA967,Basic
AA967_P19,Passenger_19,AA967,1K
AA967_P20,Passenger_20,AA967,Basic
AA967_P21,Passenger_21,AA967,Basic
AA967_P22,Passenger_22,AA967,Basic
AA967_P23,Passenger_23,AA967,Silver
AA967_P24,Passenger_24,AA967,Basic
AA967_P25,Passenger_25,AA967,Basic
AA967_P26,Passenger_26,AA967,Silver
AA967_P27,Passenger_27,AA967,Basic
AA967_P28,Passenger_28,AA967,Basic
AA967_P29,Passenger_29,AA967,Basic
AA967_P30,Passenger_30,AA967,Basic
AA967_P31,Passenger_31,AA967,Silver
AA967_P32,Passenger_32,AA967,Basic
AA967_P33,Passenger_33,AA967,Basic
AA967_P34,Passenger_34,AA967,Basic
AA967_P35,Passenger_35,AA967,Basic
AA967_P36,Passenger_36,AA967,Basic
AA967_P37,Passenger_37,AA967,Silver
AA967_P38,Passenger_38,AA967,Gold
AA967_P39,Passenger_39,AA967,Basic
AA967_P40,Passenger_40,AA967,Basic
AA967_P41,Passenger_41,AA967,Basic
AA967_P42,Passenger_42,AA967,Silver
AA967_P43,Passenger_43,AA967,Basic
AA967_P44,Passenger_44,AA967,Basic
AA967_P45,Passenger_45,AA967,Basic
AA967_P46,Passenger_46,AA967,Silver
AA967_P47,Passenger_47,AA967,Basic
AA967_P48,Passenger_48,AA967,Basic
AA967_P49,Passenger_49,AA967,Basic
AA967_P50,Passenger_50,AA967,Basic
AA967_P51,Passenger_51,AA967,Basic
AA967_P52,Passenger_52,AA967,Basic
AA967_P53,Passenger_53,AA967,Basic
AA967_P54,Passenger_54,AA967,Gold
AA967_P55,Passenger_55,AA967,Silver
AA967_P56,Passenger_56,AA967,Basic
AA967_P57,Passenger_57,AA967,Basic
AA967_P58,Passenger_58,AA967,Basic
AA967_P59,Passenger_59,AA967,Basic
AA967_P60,Passenger_60,AA967,Gold
AA967_P61,Passenger_61,AA967,Silver
AA967_P62,Passenger_62,AA967,Basic
AA967_P63,Passenger_63,AA967,Basic
AA967_P64,Passenger_64,AA967,Silver
AA967_P65,Passenger_65,AA967,Gold
AA967_P66,Passenger_66,AA967,Basic
AA967_P67,Passenger_67,AA967,Basic
AA967_P68,Passenger_68,AA967,Silver
AA967_P69,Passenger_69,AA967,Gold
AA967_P70,Passenger_70,AA967,Gold
JB3038_P0,Passenger_0,JB3038,Basic
JB3038_P1,Passenger_1,JB3038,Basic
JB3038_P2,Passenger_2,JB3038,Basic
JB3038_P3,Passenger_3,JB3038,Silver
JB3038_P4,Passenger_4,JB3038,Basic
JB3038_P5,Passenger_5,JB3038,Basic
JB3038_P6,Passenger_6,JB3038,Basic
JB3038_P7,Passenger_7,JB3038,Basic
JB3038_P8,Passenger_8,JB3038,Silver
JB3038_P9,Passenger_9,JB3038,Basic
JB3038_P10,Passenger_10,JB3038,Basic
JB3038_P11,Passenger_11,JB3038,Basic
JB3038_P12,Passenger_12,JB3038,Silver
JB3038_P13,Passenger_13,JB3038,Basic
JB3038_P14,Passenger_14,JB3038,Basic
JB3038_P15,Passenger_15,JB3038,Gold
JB3038_P16,Passenger_16,JB3038,Silver
JB3038_P17,Passenger_17,JB3038,Silver
JB3038_P18,Passenger_18,JB3038,Silver
JB3038_P19,Passenger_19,JB3038,Silver
JB3038_P20,Passenger_20,JB3038,Gold
JB3038_P21,Passenger_21,JB3038,Silver
JB3038_P22,Passenger_22,JB3038,Gold
JB3038_P23,Passenger_23,JB3038,Basic
JB3038_P24,Passenger_24,JB3038,Silver
JB3038_P25,Passenger_25,JB3038,Basic
JB3038_P26,Passenger_26,JB3038,Gold
JB3038_P27,Passenger_27,JB3038,Gold
AL4302_P0,Passenger_0,AL4302,Silver
AL4302_P1,Passenger_1,AL4302,Basic
AL4302_P2,Passenger_2,AL4302,Silver
AL4302_P3,Passenger_3,AL4302,Gold
AL4302_P4,Passenger_4,AL4302,Gold
AL4302_P5,Passenger_5,AL4302,Basic
AL4302_P6,Passenger_6,AL4302,Gold
AL4302_P7,Passenger_7,AL4302,Basic
AL4302_P8,Passenger_8,AL4302,Basic
AL4302_P9,Passenger_9,AL4302,Gold
AL4302_P10,Passenger_10,AL4302,Gold
AL4302_P11,Passenger_11,AL4302,Gold
AL4302_P12,Passenger_12,AL4302,Silver
AL4302_P13,Passenger_13,AL4302,Basic
AL4302_P14,Passenger_14,AL4302,Basic
AL4302_P15,Passenger_15,AL4302,Basic
AL4302_P16,Passenger_16,AL4302,Basic
AL4302_P17,Passenger_17,AL4302,Basic
AL4302_P18,Passenger_18,AL4302,Basic
AL4302_P19,Passenger_19,AL4302,Basic
AL4302_P20,Passenger_20,AL4302,Gold
AL4302_P21,Passenger_21,AL4302,Gold
AL4302_P22,Passenger_22,AL4302,Basic
AL4302_P23,Passenger_23,AL4302,Silver
AL4302_P24,Passenger_24,AL4302,Silver
AL4302_P25,Passenger_25,AL4302,Basic
AL4302_P26,Passenger_26,AL4302,Basic
AL4302_P27,Passenger_27,AL4302,Basic
AL4302_P28,Passenger_28,AL4302,Basic
AL4302_P29,Passenger_29,AL4302,Basic
AL4302_P30,Passenger_30,AL4302,Basic
AL4302_P31,Passenger_31,AL4302,Basic
AL4302_P32,Passenger_32,AL4302,Gold
AL4302_P33,Passenger_33,AL4302,Silver
AL4302_P34,Passenger_34,AL4302,Silver
AL4302_P35,Passenger_35,AL4302,Silver
AL4302_P36,Passenger_36,AL4302,Silver
AL4302_P37,Passenger_37,AL4302,Basic
AL4302_P38,Passenger_38,AL4302,Silver
AL4302_P39,Passenger_39,AL4302,Basic
AL4302_P40,Passenger_40,AL4302,Gold
AL4302_P41,Passenger_41,AL4302,Basic
AL4302_P42,Passenger_42,AL4302,Gold
AL4302_P43,Passenger_43,AL4302,Basic
AL4302_P44,Passenger_44,AL4302,Silver
AL4302_P45,Passenger_45,AL4302,Silver
AL4302_P46,Passenger_46,AL4302,Gold
AL4302_P47,Passenger_47,AL4302,Basic
AL4302_P48,Passenger_48,AL4302,Silver
AL4302_P49,Passenger_49,AL4302,Silver
AL4302_P50,Passenger_50,AL4302,Basic
AL4302_P51,Passenger_51,AL4302,Basic
AL4302_P52,Passenger_52,AL4302,Gold
AL4302_P53,Passenger_53,AL4302,Basic
AL4302_P54,Passenger_54,AL4302,Basic
AL4302_P55,Passenger_55,AL4302,Basic
AL4302_P56,Passenger_56,AL4302,Gold
AL4302_P57,Passenger_57,AL4302,Basic
AL4302_P58,Passenger_58,AL4302,Basic
AL4302_P59,Passenger_59,AL4302,Silver
AL4302_P60,Passenger_60,AL4302,Silver
AL4302_P61,Passenger_61,AL4302,1K
AL4302_P62,Passenger_62,AL4302,Basic
AL4302_P63,Passenger_63,AL4302,Basic
AL4302_P64,Passenger_64,AL4302,Gold
AL4302_P65,Passenger_65,AL4302,Basic
AL4302_P66,Passenger_66,AL4302,Basic
AL4302_P67,Passenger_67,AL4302,Basic
AL4302_P68,Passenger_68,AL4302,Silver
AL4302_P69,Passenger_69,AL4302,Silver
AL4302_P70,Passenger_70,AL4302,Silver
AL4302_P71,Passenger_71,AL4302,Basic
AL4302_P72,Passenger_72,AL4302,Silver
AL4302_P73,Passenger_73,AL4302,Silver
AL4302_P74,Passenger_74,AL4302,Basic
AL4302_P75,Passenger_75,AL4302,1K
AL4302_P76,Passenger_76,AL4302,Basic
AL4302_P77,Passenger_77,AL4302,Basic
AL4302_P78,Passenger_78,AL4302,Basic
AL4302_P79,Passenger_79,AL4302,Basic
AL4302_P80,Passenger_80,AL4302,Silver
AL4302_P81,Passenger_81,AL4302,Basic
AL4302_P82,Passenger_82,AL4302,Basic
AL4302_P83,Passenger_83,AL4302,Basic
AL4302_P84,Passenger_84,AL4302,Basic
AL4302_P85,Passenger_85,AL4302,Basic
AL4302_P86,Passenger_86,AL4302,Basic
AL4302_P87,Passenger_87,AL4302,Silver
AL4302_P88,Passenger_88,AL4302,1K
AL4302_P89,Passenger_89,AL4302,Basic
AL4302_P90,Passenger_90,AL4302,Silver
AL4302_P91,Passenger_91,AL4302,Basic
AL4302_P92,Passenger_92,AL4302,Gold
AL4302_P93,Passenger_93,AL4302,1K
AL4302_P94,Passenger_94,AL4302,Basic
AL4302_P95,Passenger_95,AL4302,1K
AL4302_P96,Passenger_96,AL4302,Gold
AL4302_P97,Passenger_97,AL4302,Silver
AL4302_P98,Passenger_98,AL4302,Gold
AL4302_P99,Passenger_99,AL4302,Basic
AL4302_P100,Passenger_100,AL4302,1K
AL4302_P101,Passenger_101,AL4302,Basic
AL4302_P102,Passenger_102,AL4302,Basic
AL4302_P103,Passenger_103,AL4302,Basic
AL4302_P104,Passenger_104,AL4302,Basic
AL4302_P105,Passenger_105,AL4302,Basic
AL4302_P106,Passenger_106,AL4302,Basic
AL4302_P107,Passenger_107,AL4302,Gold
AL4302_P108,Passenger_108,AL4302,Basic
AL4302_P109,Passenger_109,AL4302,Basic
AL4302_P110,Passenger_110,AL4302,Basic
AL4302_P111,Passenger_111,AL4302,Basic
AL4302_P112,Passenger_112,AL4302,Basic
AL4302_P113,Passenger_113,AL4302,Basic
AL4302_P114,Passenger_114,AL4302,Basic
AL4302_P115,Passenger_115,AL4302,Silver
AL4302_P116,Passenger_116,AL4302,Gold
AL4302_P117,Passenger_117,AL4302,Basic
AL4302_P118,Passenger_118,AL4302,Gold
AL4302_P119,Passenger_119,AL4302,Basic
AL4302_P120,Passenger_120,AL4302,Basic
AL4302_P121,Passenger_121,AL4302,Basic
AL4302_P122,Passenger_122,AL4302,Silver
AL4302_P123,Passenger_123,AL4302,Basic
AL4302_P124,Passenger_124,AL4302,Silver
DL2568_P0,Passenger_0,DL2568,Basic
DL2568_P1,Passenger_1,DL2568,Basic
DL2568_P2,Passenger_2,DL2568,Gold
DL2568_P3,Passenger_3,DL2568,Silver
DL2568_P4,Passenger_4,DL2568,Basic
DL2568_P5,Passenger_5,DL2568,Basic
DL2568_P6,Passenger_6,DL2568,Basic
DL2568_P7,Passenger_7,DL2568,1K
DL2568_P8,Passenger_8,DL2568,Basic
DL2568_P9,Passenger_9,DL2568,Basic
DL2568_P10,Passenger_10,DL2568,Gold
DL2568_P11,Passenger_11,DL2568,Basic
DL2568_P12,Passenger_12,DL2568,Basic
DL2568_P13,Passenger_13,DL2568,Basic
DL2568_P14,Passenger_14,DL2568,Silver
DL2568_P15,Passenger_15,DL2568,Basic
DL2568_P16,Passenger_16,DL2568,Basic
DL2568_P17,Passenger_17,DL2568,Basic
DL2568_P18,Passenger_18,DL2568,Basic
DL2568_P19,Passenger_19,DL2568,Basic
DL2568_P20,Passenger_20,DL2568,Basic
DL2568_P21,Passenger_21,DL2568,Basic
DL2568_P22,Passenger_22,DL2568,Basic
DL2568_P23,Passenger_23,DL2568,Gold
DL2568_P24,Passenger_24,DL2568,Basic
DL2568_P25,Passenger_25,DL2568,Basic
DL2568_P26,Passenger_26,DL2568,Gold
DL2568_P27,Passenger_27,DL2568,Basic
DL2568_P28,Passenger_28,DL2568,Silver
DL2568_P29,Passenger_29,DL2568,Basic
DL2568_P30,Passenger_30,DL2568,Basic
DL2568_P31,Passenger_31,DL2568,Basic
DL2568_P32,Passenger_32,DL2568,Gold
DL2568_P33,Passenger_33,DL2568,Silver
DL2568_P34,Passenger_34,DL2568,Silver
DL5123_P0,Passenger_0,DL5123,Gold
DL5123_P1,Passenger_1,DL5123,Basic
DL5123_P2,Passenger_2,DL5123,Silver
DL5123_P3,Passenger_3,DL5123,Basic
DL5123_P4,Passenger_4,DL5123,Basic
DL5123_P5,Passenger_5,DL5123,Basic
DL5123_P6,Passenger_6,DL5123,Gold
DL5123_P7,Passenger_7,DL5123,Basic
DL5123_P8,Passenger_8,DL5123,Basic
DL5123_P9,Passenger_9,DL5123,Basic
DL5123_P10,Passenger_10,DL5123,Silver
DL5123_P11,Passenger_11,DL5123,Basic
DL5123_P12,Passenger_12,DL5123,Basic
DL5123_P13,Passenger_13,DL5123,Silver
DL5123_P14,Passenger_14,DL5123,Gold
DL5123_P15,Passenger_15,DL5123,Basic
DL5123_P16,Passenger_16,DL5123,Basic
DL5123_P17,Passenger_17,DL5123,Basic
DL5123_P18,Passenger_18,DL5123,Basic
DL5123_P19,Passenger_19,DL5123,Gold
DL5123_P20,Passenger_20,DL5123,Gold
DL5123_P21,Passenger_21,DL5123,1K
DL5123_P22,Passenger_22,DL5123,Basic
DL5123_P23,Passenger_23,DL5123,Basic
DL5123_P24,Passenger_24,DL5123,Basic
DL5123_P25,Passenger_25,DL5123,Basic
DL5123_P26,Passenger_26,DL5123,Silver
DL5123_P27,Passenger_27,DL5123,Basic
DL5123_P28,Passenger_28,DL5123,Basic
DL5123_P29,Passenger_29,DL5123,Gold
DL5123_P30,Passenger_30,DL5123,Silver
DL5123_P31,Passenger_31,DL5123,Silver
DL5123_P32,Passenger_32,DL5123,Silver
DL5123_P33,Passenger_33,DL5123,Silver
DL5123_P34,Passenger_34,DL5123,Silver
DL5123_P35,Passenger_35,DL5123,Silver
DL5123_P36,Passenger_36,DL5123,Basic
DL5123_P37,Passenger_37,DL5123,Basic
DL5123_P38,Passenger_38,DL5123,Silver
DL5123_P39,Passenger_39,DL5123,Basic
DL5123_P40,Passenger_40,DL5123,1K
DL5123_P41,Passenger_41,DL5123,Basic
DL5123_P42,Passenger_42,DL5123,Silver
DL5123_P43,Passenger_43,DL5123,Silver
DL5123_P44,Passenger_44,DL5123,Basic
DL5123_P45,Passenger_45,DL5123,Silver
DL5123_P46,Passenger_46,DL5123,Basic
DL5123_P47,Passenger_47,DL5123,Basic
DL5123_P48,Passenger_48,DL5123,Basic
DL5123_P49,Passenger_49,DL5123,Basic
DL5123_P50,Passenger_50,DL5123,Silver
DL5123_P51,Passenger_51,DL5123,Basic
DL5123_P52,Passenger_52,DL5123,Basic
DL5123_P53,Passenger_53,DL5123,Basic
DL5123_P54,Passenger_54,DL5123,1K
DL5123_P55,Passenger_55,DL5123,Basic
UA6217_P0,Passenger_0,UA6217,Silver
UA6217_P1,Passenger_1,UA6217,Gold
UA6217_P2,Passenger_2,UA6217,Basic
UA6217_P3,Passenger_3,UA6217,Basic
UA6217_P4,Passenger_4,UA6217,Basic
UA6217_P5,Passenger_5,UA6217,Basic
UA6217_P6,Passenger_6,UA6217,Gold
UA6217_P7,Passenger_7,UA6217,Gold
UA6217_P8,Passenger_8,UA6217,Silver
UA6217_P9,Passenger_9,UA6217,Basic
UA6217_P10,Passenger_10,UA6217,Gold
UA6217_P11,Passenger_11,UA6217,Gold
UA6217_P12,Passenger_12,UA6217,Basic
UA6217_P13,Passenger_13,UA6217,Basic
UA6217_P14,Passenger_14,UA6217,Silver
UA6217_P15,Passenger_15,UA6217,Basic
UA6217_P16,Passenger_16,UA6217,Gold
UA6217_P17,Passenger_17,UA6217,Silver
UA6217_P18,Passenger_18,UA6217,Gold
UA6217_P19,Passenger_19,UA6217,Basic
UA6217_P20,Passenger_20,UA6217,Silver
UA6217_P21,Passenger_21,UA6217,Basic
UA6217_P22,Passenger_22,UA6217,Basic
UA6217_P23,Passenger_23,UA6217,Basic
UA6217_P24,Passenger_24,UA6217,1K
UA6217_P25,Passenger_25,UA6217,Basic
UA6217_P26,Passenger_26,UA6217,Gold
UA6217_P27,Passenger_27,UA6217,Silver
UA6217_P28,Passenger_28,UA6217,Basic
UA6217_P29,Passenger_29,UA6217,Silver
UA6217_P30,Passenger_30,UA6217,Silver
UA6217_P31,Passenger_31,UA6217,Silver
UA6217_P32,Passenger_32,UA6217,Basic
UA6217_P33,Passenger_33,UA6217,Basic
UA6217_P34,Passenger_34,UA6217,Silver
UA6217_P35,Passenger_35,UA6217,Gold
UA6217_P36,Passenger_36,UA6217,Basic
UA6217_P37,Passenger_37,UA6217,Silver
UA6217_P38,Passenger_38,UA6217,Gold
UA6217_P39,Passenger_39,UA6217,Basic
UA6217_P40,Passenger_40,UA6217,Silver
UA6217_P41,Passenger_41,UA6217,Basic
UA6217_P42,Passenger_42,UA6217,Basic
UA6217_P43,Passenger_43,UA6217,Silver
UA6217_P44,Passenger_44,UA6217,Basic
UA6217_P45,Passenger_45,UA6217,Basic
UA6217_P46,Passenger_46,UA6217,Basic
UA6217_P47,Passenger_47,UA6217,Basic
UA6217_P48,Passenger_48,UA6217,Silver
UA6217_P49,Passenger_49,UA6217,Silver
UA6217_P50,Passenger_50,UA6217,Basic
UA6217_P51,Passenger_51,UA6217,Basic
UA6217_P52,Passenger_52,UA6217,1K
UA6217_P53,Passenger_53,UA6217,Silver
UA6217_P54,Passenger_54,UA6217,Basic
UA6217_P55,Passenger_55,UA6217,Basic
UA6217_P56,Passenger_56,UA6217,Basic
UA6217_P57,Passenger_57,UA6217,Silver
UA6217_P58,Passenger_58,UA6217,Basic
UA6217_P59,Passenger_59,UA6217,Silver
UA6217_P60,Passenger_60,UA6217,Basic
UA6217_P61,Passenger_61,UA6217,Basic
UA6217_P62,Passenger_62,UA6217,Basic
UA6217_P63,Passenger_63,UA6217,Basic
UA6217_P64,Passenger_64,UA6217,Basic
UA6217_P65,Passenger_65,UA6217,Basic
UA6217_P66,Passenger_66,UA6217,Basic
UA6217_P67,Passenger_67,UA6217,Silver
UA6217_P68,Passenger_68,UA6217,1K
UA6217_P69,Passenger_69,UA6217,Gold
UA6217_P70,Passenger_70,UA6217,Basic
UA6217_P71,Passenger_71,UA6217,Basic
UA6217_P72,Passenger_72,UA6217,Silver
UA6217_P73,Passenger_73,UA6217,Basic
UA6217_P74,Passenger_74,UA6217,Gold
UA6217_P75,Passenger_75,UA6217,Gold
UA6217_P76,Passenger_76,UA6217,Gold
UA6217_P77,Passenger_77,UA6217,Basic
UA6217_P78,Passenger_78,UA6217,Basic
UA6217_P79,Passenger_79,UA6217,Gold
UA6217_P80,Passenger_80,UA6217,Basic
UA6217_P81,Passenger_81,UA6217,Basic
UA6217_P82,Passenger_82,UA6217,Basic
UA6217_P83,Passenger_83,UA6217,Silver
UA6217_P84,Passenger_84,UA6217,Silver
UA6217_P85,Passenger_85,UA6217,Basic
UA6217_P86,Passenger_86,UA6217,Gold
UA6217_P87,Passenger_87,UA6217,Basic
UA6217_P88,Passenger_88,UA6217,Basic
UA6217_P89,Passenger_89,UA6217,Silver
UA6217_P90,Passenger_90,UA6217,Silver
UA6217_P91,Passenger_91,UA6217,Silver
UA6217_P92,Passenger_92,UA6217,Silver
UA6217_P93,Passenger_93,UA6217,Silver
UA6217_P94,Passenger_94,UA6217,Basic
UA6217_P95,Passenger_95,UA6217,Basic
